,Resolution,pert,pressure,T,tk,q,qcloud,qice,qsnow,qrain,qgraup,rh,Model,pert_group,neg
7014,1 km,q 0.0002 @730,194.7833118291997,1.0390727133622022,0.6512094757057411,1.5928528961471,-7.687401654008661e-33,-0.01186223949277746,-0.6686846983416,-3.0665494836316757e-35,-0.1721602564888,-0.0665425674710817,MONC,q 0.0002 @730,False
7097,1 km,q 0.0002 @850,194.7833118291997,1.0880542977437813,0.6819073002892253,1.520066270003,-3.843700827004331e-33,-0.015045472406585247,0.6964388748828,-1.5332747418158378e-35,0.12802863345590001,-0.440515750904872,MONC,q 0.0002 @850,False
4176,4 km,T 0.5 @412,190.0,1.1837669610977173,0.7365766763687134,1.3584240674972534,0.0,0.061892617493867874,-0.5581651329994202,0.0,-0.19408118724822998,0.11943608969059152,WRF,T 0.5 @412,False
4267,4 km,T 0.5 @500,190.0,1.1251881122589111,0.7000797390937805,1.2933170795440674,0.0,-0.008642357774078846,-1.4276113510131836,0.0,0.10508972406387329,0.13715444832480878,WRF,T 0.5 @500,False
4358,4 km,T 0.5 @600,190.0,1.1186184883117676,0.6959339380264282,1.2765390872955322,0.0,-0.05474282428622246,-1.7414344549179077,0.0,0.0451202355325222,0.09827757040884051,WRF,T 0.5 @600,False
4449,4 km,T 0.5 @730,190.0,0.988082230091095,0.6146336793899536,1.125354290008545,0.0,-0.09772580862045288,-2.0938940048217773,0.0,-0.06994596868753433,0.10489514156566537,WRF,T 0.5 @730,False
4540,4 km,T 0.5 @850,190.0,0.7405571341514587,0.4606689214706421,0.8269906640052795,0.0,-0.04275312274694443,-3.001178026199341,0.0,0.21548420190811157,0.04934043329366737,WRF,T 0.5 @850,False
5086,4 km,q 0.0002 @412,190.0,1.3637315034866333,0.8487200140953064,1.5748538970947266,0.0,0.19596374034881592,0.1913338154554367,0.0,-0.4707757830619812,0.12692208232330676,WRF,q 0.0002 @412,False
5177,4 km,q 0.0002 @500,190.0,1.3263745307922363,0.8254112601280212,1.533158779144287,0.0,0.1531018614768982,1.7115038633346558,0.0,-0.10481951385736465,0.14028409187219892,WRF,q 0.0002 @500,False
5268,4 km,q 0.0002 @600,190.0,1.3521950244903564,0.8413128852844238,1.5569541454315186,0.0,0.09695647656917572,1.3137812614440918,0.0,0.12216869741678238,0.10963203482190137,WRF,q 0.0002 @600,False
5359,4 km,q 0.0002 @730,190.0,1.2268123626708984,0.7633046507835388,1.4183740615844727,0.0,0.019150707870721817,-0.5993979573249817,0.0,-0.082660973072052,0.14858228786104621,WRF,q 0.0002 @730,False
5450,4 km,q 0.0002 @850,190.0,1.1563793420791626,0.719407856464386,1.3220841884613037,0.0,0.02627166174352169,-0.7393197417259216,0.0,0.18131615221500397,0.10231704205212785,WRF,q 0.0002 @850,False
2356,100 m,T 0.5 @412,190.0,0.8324990272521973,0.5179786086082458,0.5972164273262024,0.0,0.20097793638706207,-13.654250144958496,0.0,-0.35606080293655396,0.20930954571606272,WRF,T 0.5 @412,False
2447,100 m,T 0.5 @500,190.0,,,,,,,,,,WRF,T 0.5 @500,False
2538,100 m,T 0.5 @600,190.0,,,,,,,,,,WRF,T 0.5 @600,False
2629,100 m,T 0.5 @730,190.0,,,,,,,,,,WRF,T 0.5 @730,False
2720,100 m,T 0.5 @850,190.0,0.5274726748466492,0.328187495470047,0.3530034124851227,0.0,0.18145528435707092,-13.721430778503418,0.0,1.0418933629989624,0.006313619175547625,WRF,T 0.5 @850,False
3266,100 m,q 0.0002 @412,190.0,1.2086089849472046,0.7519943714141846,0.8198838829994202,0.0,0.027758298441767693,-2.828775405883789,0.0,0.15905344486236572,-0.09506624159752936,WRF,q 0.0002 @412,False
3357,100 m,q 0.0002 @500,190.0,,,,,,,,,,WRF,q 0.0002 @500,False
3448,100 m,q 0.0002 @600,190.0,,,,,,,,,,WRF,q 0.0002 @600,False
3539,100 m,q 0.0002 @730,190.0,,,,,,,,,,WRF,q 0.0002 @730,False
3630,100 m,q 0.0002 @850,190.0,0.7649902105331421,0.47597408294677734,0.5765969157218933,0.0,0.004114816430956125,1.0025616884231567,0.0,-0.5119182467460632,0.38672857546165257,WRF,q 0.0002 @850,False
536,1 km,T 0.5 @412,190.0,1.0367975234985352,0.6450282335281372,1.1066429615020752,0.0,-0.04633314162492752,-4.122396945953369,0.0,-0.10054881870746613,0.1053348568743162,WRF,T 0.5 @412,False
627,1 km,T 0.5 @500,190.0,0.9316624999046326,0.5796550512313843,1.0083966255187988,0.0,0.05593787506222725,-0.20300805568695068,0.0,-0.1680905520915985,0.17906943087626884,WRF,T 0.5 @500,False
718,1 km,T 0.5 @600,190.0,0.8199347853660583,0.5101330280303955,0.882358729839325,0.0,-0.008222504518926144,-1.088795781135559,0.0,-0.10587672144174576,0.155459219670223,WRF,T 0.5 @600,False
809,1 km,T 0.5 @730,190.0,0.7244250178337097,0.4506837725639343,0.7880004644393921,0.0,-0.06852619349956512,-2.5075559616088867,0.0,-0.13645875453948975,0.18830446531328793,WRF,T 0.5 @730,False
900,1 km,T 0.5 @850,190.0,0.4869266450405121,0.3029515743255615,0.5215826630592346,0.0,-0.056276191025972366,-3.4809067249298096,0.0,-0.11961378157138824,0.108499050506862,WRF,T 0.5 @850,False
1446,1 km,q 0.0002 @412,190.0,1.3239809274673462,0.8238101005554199,1.445228099822998,0.0,0.047564659267663956,-2.2005467414855957,0.0,-0.17853356897830963,0.20222766966160557,WRF,q 0.0002 @412,False
1537,1 km,q 0.0002 @500,190.0,1.2341458797454834,0.7678887844085693,1.3343571424484253,0.0,0.12954510748386383,0.9547829627990723,0.0,-0.0898495465517044,0.15433789439113493,WRF,q 0.0002 @500,False
1628,1 km,q 0.0002 @600,190.0,1.1648683547973633,0.7246878147125244,1.2693771123886108,0.0,-0.13505294919013977,-3.208646774291992,0.0,-0.06484592705965042,0.2039133783799341,WRF,q 0.0002 @600,False
1719,1 km,q 0.0002 @730,190.0,0.9322861433029175,0.5800260305404663,1.0039935111999512,0.0,0.002024673158302903,-1.3147482872009277,0.0,0.06880903244018555,0.15645540368439678,WRF,q 0.0002 @730,False
1810,1 km,q 0.0002 @850,190.0,0.8652927279472351,0.5383132696151733,0.9280339479446411,0.0,-0.006642778869718313,-0.642504096031189,0.0,-0.09474647045135498,0.14357782436122826,WRF,q 0.0002 @850,False
7181,500 m,T 0.5 @500,187.14696289888764,0.8142814986944131,0.5000206064366921,0.649870377704,6.05158956533709e-09,-0.058031095311706166,1.9763345681433,9.810579718499446e-18,0.21815627358859999,-0.4051375939169403,MONC,T 0.5 @500,False
7264,500 m,T 0.5 @850,187.14696289888764,0.6785253823443895,0.4166577205874091,0.4990248155879,-4.0653498759099845e-09,-0.1049068610828,0.204985694246,-1.2299787897977145e-18,0.3783248297492,-0.536298130707415,MONC,T 0.5 @850,False
7347,500 m,q 0.0002 @500,187.14696289888764,1.270155253114865,0.7799560728686287,1.0362955955063,-4.572496217709926e-09,-0.1170742561015,3.0774709614212004,8.801475517370392e-17,0.5335402548319,-0.6054030421736059,MONC,q 0.0002 @500,False
7430,500 m,q 0.0002 @850,187.14696289888764,0.9735172637364256,0.5978014892522765,0.8068285934522,2.367757787076735e-09,-0.09618291025049726,0.9868935013711999,-9.604366308072927e-19,0.3875210875423,-0.3630191857150677,MONC,q 0.0002 @850,False
7928,250 m,T 0.5 @412,187.14696289888764,0.6400908486546654,0.3930564735070731,0.44136312618,-7.201795985191165e-09,-0.06233042181311721,1.1393599024007,5.563840066157272e-18,-0.4918050446742,-0.2033020370363871,MONC,T 0.5 @412,False
8011,250 m,T 0.5 @500,187.14696289888764,0.7347002295139191,0.4511526479476515,0.5550946240969,1.3542455749911735e-08,-0.050504708980422204,1.6916888750591002,2.0881680249937197e-17,0.2842257144149,0.0696694823749481,MONC,T 0.5 @500,False
8094,250 m,T 0.5 @600,187.14696289888764,0.6029419820080192,0.3702447077247939,0.4860174724815,3.803897104984802e-09,-0.03580265238153527,1.6608426701649999,3.682701929114455e-19,0.034184202903166094,0.2613467819619614,MONC,T 0.5 @600,False
8177,250 m,T 0.5 @730,187.14696289888764,0.6872020268203868,0.4219857318951483,0.44964975525190004,2.466177815177361e-10,-0.07906569379498128,0.9747960974987,1.2892050299367507e-18,-0.1099781843915,-0.3482902967248833,MONC,T 0.5 @730,False
8260,250 m,T 0.5 @850,187.14696289888764,0.9022081699345676,0.5540131723318779,0.6928139388059,4.582161568444584e-09,-0.03979957899318158,-1.0692896143911,-2.847139677926425e-17,0.3620677946001,0.1915830009748233,MONC,T 0.5 @850,False
8343,250 m,q 0.0002 @500,187.14696289888764,1.1225928570522683,0.6893433807163944,0.7925298573756,-8.615446239517523e-09,-0.09847962400007304,3.4895409780911,2.979959540855517e-18,-0.041224594500127366,-0.330605687250852,MONC,q 0.0002 @500,False
8426,250 m,q 0.0002 @850,187.14696289888764,0.9227689692721696,0.5666388102347923,0.6447041086252,-9.537680520950624e-09,-0.06069190061135045,1.7113446443306999,1.2250176297209294e-19,0.19559341477339998,-0.2823737198988425,MONC,q 0.0002 @850,False
5936,1 km,T 0.5 @412,187.14696289888764,0.8186673237180457,0.5072489227785297,0.8365251704016,-1.7787784410084792e-31,-0.013868724045776293,1.0580013863106001,-1.7222829521387513e-73,-0.4621615093373,-0.4204346621574117,MONC,T 0.5 @412,False
6019,1 km,T 0.5 @500,187.14696289888764,0.8940370432803774,0.5539482448969579,1.0591106712422,-1.7777644176193514e-31,0.01631125454553812,1.4650604088644001,9.842170573322882e-40,-0.04446508622958298,-0.1559679002584104,MONC,T 0.5 @500,False
6102,1 km,T 0.5 @600,187.14696289888764,0.7136529235561397,0.4421816606379138,1.0486134441642,-1.7787784410084792e-31,0.050560732049456526,1.6326030809883,-1.7222829521387513e-73,0.2173644839128,0.534545629810303,MONC,T 0.5 @600,False
6185,1 km,T 0.5 @730,187.14696289888764,0.8135678665605041,0.5040892826231697,0.7984185733622999,-1.7787627741928675e-31,-0.01866405870654372,1.3076666772038001,8.204494149440443e-42,0.24415566097900002,-0.6594599216032364,MONC,T 0.5 @730,False
6268,1 km,T 0.5 @850,187.14696289888764,0.8863621086933335,0.5491928305926592,1.1059768381416,-1.7787784410084792e-31,-0.025208846362172764,0.9828276171334,-1.7222829521387513e-73,0.6001537165552,0.0139539202468981,MONC,T 0.5 @850,False
6766,1 km,q 0.0002 @412,187.14696289888764,1.1987907311046229,0.7427746159796981,1.03495429881,-3.5575568820169583e-31,-0.05378962046455892,-0.7137627689493,5.503237990699674e-63,-0.8910888119962,-1.4340900334401852,MONC,q 0.0002 @412,False
6849,1 km,q 0.0002 @500,187.14696289888764,1.2058602985421203,0.7471549428393018,1.2779898450967,-3.408508154340792e-31,-0.023307081189316403,-0.4073581026846,1.1804414870699592e-40,-0.3789103193687,-0.7109304166813217,MONC,q 0.0002 @500,False
6932,1 km,q 0.0002 @600,187.14696289888764,1.1240245344532696,0.6964492386098299,1.2131589714811999,-3.557556882014008e-31,-0.023260248582199588,-1.1276096661161,5.099106567992718e-81,-0.4213677997705,-0.5883446529756355,MONC,q 0.0002 @600,False
7015,1 km,q 0.0002 @730,187.14696289888764,1.0294194022542913,0.63783159258071,1.2217389743775,-3.5575568820169583e-31,-0.01789717622296826,-0.368249980008,1.822471232075185e-68,-0.08924887672493581,-0.1861481101993831,MONC,q 0.0002 @730,False
7098,1 km,q 0.0002 @850,187.14696289888764,1.074372173266113,0.6656844749554977,1.1765642205326998,-1.7787784410084792e-31,-0.021775147896044678,0.9398658015909,-1.7222829521387513e-73,0.1960384135911,-0.516051572536888,MONC,q 0.0002 @850,False
4177,4 km,T 0.5 @412,180.0,1.1405701637268066,0.6989575624465942,0.9765211343765259,0.0,0.1258925199508667,0.22535258531570435,0.0,-0.13650256395339966,0.16899260663416618,WRF,T 0.5 @412,False
4268,4 km,T 0.5 @500,180.0,1.0933213233947754,0.6699803471565247,0.932385265827179,0.0,0.06329353153705597,-0.23661117255687714,0.0,0.16284041106700897,0.15396924405507578,WRF,T 0.5 @500,False
4359,4 km,T 0.5 @600,180.0,1.100019931793213,0.6740360260009766,0.9351276159286499,0.0,0.019740061834454536,-0.8907427787780762,0.0,0.08035265654325485,0.13552193964574283,WRF,T 0.5 @600,False
4450,4 km,T 0.5 @730,180.0,0.9862322211265564,0.6043029427528381,0.8376007676124573,0.0,0.027188485488295555,-0.9096086025238037,0.0,-0.012570435181260109,0.14046349649297324,WRF,T 0.5 @730,False
4541,4 km,T 0.5 @850,180.0,0.7383324503898621,0.4524025022983551,0.613554060459137,0.0,0.017455408349633217,-1.8684879541397095,0.0,0.1877208799123764,0.0677926712704443,WRF,T 0.5 @850,False
5087,4 km,q 0.0002 @412,180.0,1.2820324897766113,0.7857286334037781,1.1022242307662964,0.0,0.2015380710363388,-0.4909960925579071,0.0,-0.336247980594635,0.17519778776152112,WRF,q 0.0002 @412,False
5178,4 km,q 0.0002 @500,180.0,1.2593761682510376,0.7718015909194946,1.0828264951705933,0.0,0.1783079355955124,1.268477439880371,0.0,-0.03809399530291557,0.18063119395203844,WRF,q 0.0002 @500,False
5269,4 km,q 0.0002 @600,180.0,1.3161832094192505,0.8065376877784729,1.1302164793014526,0.0,0.15811921656131744,1.0103821754455566,0.0,0.17317385971546173,0.16251806067668642,WRF,q 0.0002 @600,False
5360,4 km,q 0.0002 @730,180.0,1.1960538625717163,0.7328940033912659,1.0281832218170166,0.0,0.046181775629520416,-0.8831861019134521,0.0,-0.025432217866182327,0.18033735498680914,WRF,q 0.0002 @730,False
5451,4 km,q 0.0002 @850,180.0,1.1408308744430542,0.6990345120429993,0.9704286456108093,0.0,0.09999517351388931,0.019388485699892044,0.0,0.22234174609184265,0.13558797440660267,WRF,q 0.0002 @850,False
2357,100 m,T 0.5 @412,180.0,0.8189027309417725,0.501714825630188,0.3852809965610504,0.0,0.1965797245502472,-15.605735778808594,0.0,-0.16362197697162628,0.020749381303591618,WRF,T 0.5 @412,False
2448,100 m,T 0.5 @500,180.0,,,,,,,,,,WRF,T 0.5 @500,False
2539,100 m,T 0.5 @600,180.0,,,,,,,,,,WRF,T 0.5 @600,False
2630,100 m,T 0.5 @730,180.0,,,,,,,,,,WRF,T 0.5 @730,False
2721,100 m,T 0.5 @850,180.0,0.5475125312805176,0.33543860912323,0.2501709461212158,0.0,0.14751151204109192,-10.15576171875,0.0,1.3260451555252075,-0.024014371551643807,WRF,T 0.5 @850,False
3267,100 m,q 0.0002 @412,180.0,1.2003964185714722,0.735440194606781,0.5637962818145752,0.0,0.19432811439037323,3.816951274871826,0.0,0.2295658141374588,-0.07307250961475707,WRF,q 0.0002 @412,False
3358,100 m,q 0.0002 @500,180.0,,,,,,,,,,WRF,q 0.0002 @500,False
3449,100 m,q 0.0002 @600,180.0,,,,,,,,,,WRF,q 0.0002 @600,False
3540,100 m,q 0.0002 @730,180.0,,,,,,,,,,WRF,q 0.0002 @730,False
3631,100 m,q 0.0002 @850,180.0,0.7540989518165588,0.4620099663734436,0.36777225136756897,0.0,0.09967514127492905,2.012063503265381,0.0,-0.5028475522994995,0.15133157302675107,WRF,q 0.0002 @850,False
537,1 km,T 0.5 @412,180.0,1.0197148323059082,0.6248292326927185,0.7876318693161011,0.0,0.0678807944059372,-2.271448850631714,0.0,0.007715749088674784,0.1295182490165394,WRF,T 0.5 @412,False
628,1 km,T 0.5 @500,180.0,0.912468671798706,0.5590978264808655,0.7106239795684814,0.0,0.063612200319767,-0.656281590461731,0.0,-0.13278740644454956,0.1745283235787826,WRF,T 0.5 @500,False
719,1 km,T 0.5 @600,180.0,0.8060009479522705,0.493841290473938,0.6267603635787964,0.0,0.005286630243062973,-1.5478569269180298,0.0,-0.08198884129524231,0.16790066713579965,WRF,T 0.5 @600,False
810,1 km,T 0.5 @730,180.0,0.7181706428527832,0.4400036036968231,0.5612215399742126,0.0,-0.0715397372841835,-2.945099115371704,0.0,-0.09933584183454514,0.1790126552463766,WRF,T 0.5 @730,False
901,1 km,T 0.5 @850,180.0,0.476934552192688,0.2922346591949463,0.3683162033557892,0.0,-0.04283066838979721,-3.2654149532318115,0.0,-0.09207991510629654,0.1092600218987703,WRF,T 0.5 @850,False
1447,1 km,q 0.0002 @412,180.0,1.2800791263580322,0.784419596195221,1.00602388381958,0.0,0.14944173395633698,-0.9136800169944763,0.0,-0.03783873841166496,0.20371349174631642,WRF,q 0.0002 @412,False
1538,1 km,q 0.0002 @500,180.0,1.2000373601913452,0.7353354096412659,0.9356200695037842,0.0,0.16636310517787933,0.43195173144340515,0.0,-0.027517784386873245,0.16563422131163197,WRF,q 0.0002 @500,False
1629,1 km,q 0.0002 @600,180.0,1.1547636985778809,0.7075071334838867,0.9072402119636536,0.0,-0.10467977821826935,-2.8426387310028076,0.0,0.03284994140267372,0.2084711842115546,WRF,q 0.0002 @600,False
1720,1 km,q 0.0002 @730,180.0,0.9175477623939514,0.5621857643127441,0.7095866203308105,0.0,0.014334588311612606,-1.070432186126709,0.0,0.12212366610765457,0.14479881044114445,WRF,q 0.0002 @730,False
1811,1 km,q 0.0002 @850,180.0,0.8576260805130005,0.525459885597229,0.6614887118339539,0.0,-0.00553263071924448,-1.3316391706466675,0.0,-0.07353068143129349,0.13816921832344334,WRF,q 0.0002 @850,False
7182,500 m,T 0.5 @500,179.7337090096795,0.8034514990237653,0.4875277870487764,0.4863636920484,-9.652351335336928e-09,-0.11233887142389999,2.2853364054133,4.5788969571628956e-17,0.32592312128769996,-0.4524598876483096,MONC,T 0.5 @500,False
7265,500 m,T 0.5 @850,179.7337090096795,0.6708379126749832,0.4070589493357772,0.3805890211932,-3.1159861993513814e-09,-0.1634645217572,0.5175248155349,7.468300725630892e-17,0.38427276328270005,-0.53337125647095,MONC,T 0.5 @850,False
7348,500 m,q 0.0002 @500,179.7337090096795,1.2427259644883293,0.754075933782218,0.7796456528743,-7.110476116661302e-09,-0.18587015472420002,3.5322762493142,1.7164027918327037e-17,0.6529878265122999,-0.6045562146875767,MONC,q 0.0002 @500,False
7431,500 m,q 0.0002 @850,179.7337090096795,0.9591128558774356,0.5819818230772,0.6070113434094,-1.303631388069064e-09,-0.1517943505582,1.4464100804935,2.0332489614182106e-17,0.45682625971999996,-0.3936284971591135,MONC,q 0.0002 @850,False
7929,250 m,T 0.5 @412,179.7337090096795,0.6120858226396421,0.3714086624495394,0.3067516600648,1.7247245375334223e-08,-0.0815560193492441,1.5711556302511,5.174825690068881e-15,-0.3387316546048,-0.3102152897789025,MONC,T 0.5 @412,False
8012,250 m,T 0.5 @500,179.7337090096795,0.7222657185855041,0.43826492062189,0.4053160525756,5.986360433873585e-09,-0.07588333893478502,2.0260412591269,-7.445871003343499e-19,0.34642284051800004,-0.0034251650620547,MONC,T 0.5 @500,False
8095,250 m,T 0.5 @600,179.7337090096795,0.5938109268655011,0.360319605417203,0.3493192581224,-7.780558584937622e-10,-0.058004732458624045,1.6706828618360001,2.399121953287882e-17,0.02709491212243321,0.1454789779033873,MONC,T 0.5 @600,False
8178,250 m,T 0.5 @730,179.7337090096795,0.6746642278912987,0.4093807260605615,0.3376400192189,1.1311274652165653e-08,-0.1197337871567,1.0331167925764,-1.3166912134946011e-19,-0.08476295724952049,-0.325763666141718,MONC,T 0.5 @730,False
